品牌/系列,序号,机型与规格,网络制式型号,开机靓好,开机好碎,开机碎屏,开机坏配件,不开机,废板·整机,统货,备注
荣耀Play系列,2,荣耀Play6c,SM4350/AN00,135,135,135,135,/,135,135,/
荣耀Play系列,3,荣耀Play5活力版,GIA-AN00,180,180,180,180,/,165,165,/
荣耀Play系列,4,荣耀play5 5G,HJC-AN00,165,165,165,165,/,165,165,/
荣耀Play系列,5,荣耀play5T活力版,KOZ-AL00,135,135,135,135,/,135,135,/
荣耀Play系列,6,荣耀play5T,NZA-AL00,165,165,165,165,/,165,165,/
荣耀Play系列,1,荣耀play4T Pro,AQM-AL10,220,220,220,220,/,220,220,开机屏幕发黄发暗扣钱 烧坏打字不计
荣耀Play系列,2,荣耀Play4T,AKA-AL10,170,170,170,170,/,170,170,/
荣耀Play系列,3,荣耀Play4,HJC-AN00,170,170,170,170,/,170,170,/
荣耀Play系列,4,荣耀Play4 Pro,OXF-AN10,135,135,135,135,135,135,/,开机芯片统货无破损
荣耀Play系列,5,荣耀Play3,ASK-AL00,100,100,100,100,100,100,/,开机芯片统货无破损
荣耀Play系列,6,荣耀Play3e,KNT-AL20,80,80,80,80,80,45,/,/
荣耀Play系列,7,荣耀Play (4+64/128),COR-AL00,65,65,65,65,65,65,/,开机芯片统货无破损 屏幕好坏不影响打字不计
荣耀Play系列,8,荣耀Play (6+64/128),COR-AL00,65,65,65,65,65,65,/,开机芯片统货无破损 屏幕好坏不影响打字不计
华为畅享系列,1,畅享60X,STG-AL00,200,200,200,200,/,130,130,/
华为畅享系列,2,畅享60e,NIC-AN00,190,190,190,190,/,150,150,/
华为畅享系列,3,畅享60z,ALT-AN00,290,290,290,290,/,140,140,/
华为畅享系列,4,畅享50z,/,140,140,140,140,/,140,140,/
华为畅享系列,5,畅享50Pro,CLK-AL00,270,270,270,270,/,150,150,/
华为畅享系列,6,畅享50e,/,135,135,135,135,/,135,135,/
华为畅享系列,1,畅享40Plus,CLK-AN00,165,165,165,165,/,165,165,/
华为畅享系列,2,畅享40S,CDY-AN00,165,165,165,165,/,165,165,/
华为畅享系列,3,畅享40,/,135,135,135,135,/,135,135,/
华为畅享系列,4,畅享30e,NBD-AN00,165,165,165,165,/,165,165,/
华为畅享系列,5,畅享30M,NBD-AN00,135,135,135,135,/,135,135,/
华为畅享系列,6,畅享30,NBD-AN00,135,135,135,135,/,135,135,/
荣耀畅玩系列,1,畅玩20 Pro,KOZ-AL00,165,165,165,165,135,135,/,/
荣耀畅玩系列,2,畅玩20,KOZ-AL00,165,165,165,165,135,135,/,/
荣耀畅玩系列,3,畅玩20,HJC-LX9,135,135,135,135,135,135,/,/
荣耀畅玩系列,4,畅玩9a,MOA-AL00,125,125,125,125,125,125,/,/
荣耀畅玩系列,5,畅玩8a (3+32),JAT-AL00,95,95,95,95,95,95,/,/
荣耀畅玩系列,6,畅玩7,DUA-AL00,70,70,70,70,70,70,/,/
荣耀畅玩系列,1,畅玩8a (3+64),JAT-AL00,95,95,95,95,95,95,/,开机芯片无破损 屏幕好坏不影响 打字不计
荣耀畅玩系列,2,畅玩8,JAT-TL00,100,100,100,100,100,100,/,/
荣耀畅玩系列,3,畅玩7a (3+32),AUM-AL00,80,80,80,80,80,80,/,开机芯片无破损 屏幕好坏不影响
荣耀畅玩系列,4,畅玩7x (3+32),BND-AL00,45,45,45,45,45,45,/,/
荣耀畅玩系列,5,畅玩7a (2+32),AUM-AL00,30,30,30,30,30,30,/,开机芯片无破损 屏幕好坏不影响
荣耀畅玩系列,6,畅玩7c,LND-AL00,80,80,80,80,80,80,/,/
荣耀畅玩系列,1,畅玩6,MYA-AL10,80,80,80,80,80,80,/,开机芯片无破损
荣耀畅玩系列,2,畅玩7C,LND-AL30,75,75,75,75,75,75,/,/
荣耀畅玩系列,3,畅玩6A,DLI-AL10,60,60,60,60,60,60,/,/
荣耀畅玩系列,4,畅玩6X,BLN-AL10/AL40,60,60,60,60,60,60,/,/
荣耀畅玩系列,5,畅玩5C,NEM-AL10,45,45,45,45,45,45,/,/
荣耀畅玩系列,6,荣耀70Pro Max,CHZ-AL00,340,340,340,160,160,160,/,开机芯片无破损
华为畅享系列,1,畅享70 Pro Max,CHZ-AL00,240,240,240,140,140,140,/,/
华为畅享系列,2,畅享90Plus,/,240,240,240,90,90,90,/,/
华为畅享系列,3,畅享80Max,LSA-AN00,200,200,200,90,90,90,/,/
华为畅享系列,4,畅享70z,/,90,90,90,90,90,90,/,/
华为畅享系列,5,畅享70e,/,250,250,250,90,90,90,/,/
华为畅享系列,6,畅享70X,L40,110,110,90,90,90,90,/,/
华为畅享系列,1,畅享70,STG-AL00,280,280,280,165,165,165,/,/
华为畅享系列,2,畅享70e,FGY-AL00,195,195,195,165,165,165,/,/
华为畅享系列,3,畅享60活力版,MGA-AL00,195,195,195,165,165,165,/,/
华为畅享系列,4,畅享60 Pro,STE-AL00,170,170,170,140,140,140,/,/
华为畅享系列,5,畅享60 4G,MGA-AL00,110,110,110,90,90,90,/,/
华为畅享系列,6,畅享60,MGA-AL00,170,170,170,170,170,170,/,/
华为畅享系列,1,畅享60s,GAR-AL00,110,110,110,90,90,90,/,/
华为畅享系列,2,畅享50Pro,CTR-AL00,170,170,170,170,170,170,/,/
华为畅享系列,3,畅享50z,EVE-AL00,105,105,105,105,80,80,/,/
华为畅享系列,4,畅享50 (6+128),MGA-AL00,105,105,105,105,80,80,/,/
华为畅享系列,5,畅享50 (8+128/256),MGA-AL00,115,115,115,115,80,80,/,/
华为畅享系列,6,畅享20Pro (6+128),DVC-AN00,170,170,170,170,170,170,/,/
华为畅享系列,1,畅享20Pro (8+128),DVC-AN20,170,170,170,170,170,170,/,/
华为畅享系列,2,畅享20Plus,FRL-AN00a,170,170,170,170,170,170,/,/
华为畅享系列,3,畅享20SE,PPA-AL20,170,170,170,170,170,170,/,/
华为畅享系列,4,畅享20e,MLD-AL00,135,135,135,135,135,135,/,/
华为畅享系列,5,畅享20 (4+64/128),WKG-AN00,170,170,170,170,170,170,/,/
华为畅享系列,6,畅享10plus (6+128/8+128),STK-AL00,135,135,135,135,135,135,/,/
华为畅享系列,1,畅享10plus (4+128),STK-AL00,135,135,135,135,135,135,/,/
华为畅享系列,2,畅享10s,AQM-AL00/TL00,135,135,135,135,135,135,/,/
华为畅享系列,3,畅享10,ART-AL00x,140,140,140,140,140,140,/,/
华为畅享系列,4,畅享10e,MED-AL00,135,135,135,135,135,135,/,/
华为畅享系列,5,畅享9 plus,JKM-AL00b/TL00,135,135,135,135,135,135,/,/
华为畅享系列,6,畅享9 (4+64/128),MRD-AL00,70,70,70,70,70,70,/,/
华为畅享系列,1,畅享9e (3+32),MRD-AL00,70,70,70,70,70,70,/,/
华为畅享系列,2,畅享9 (3+32),MRD-AL00,95,95,95,95,95,95,/,/
华为畅享系列,3,畅享9S,POT-AL00,145,145,145,145,145,145,/,/
华为畅享系列,4,畅享8 Plus,DUB-AL00,115,115,115,115,115,115,/,/
华为畅享系列,5,畅享8 (3+32),FLA-AL10/AL20,45,45,45,45,45,45,/,/
华为畅享系列,6,畅享8 (4+64),FLA-AL10/AL20,45,45,45,45,45,45,/,/
华为畅享系列,1,畅享8e (2+16),ATU-AL10,20,20,20,20,20,20,/,/
华为畅享系列,2,畅享8e (3+32),ATU-TL10,30,30,30,30,30,30,/,/
华为畅享系列,3,畅享8e 青春版,FLA-AL00,95,95,95,95,95,95,/,/
华为畅享系列,4,畅享7 Plus,TRT-AL00,80,80,80,80,80,80,/,/
华为畅享系列,5,畅享7S,FIG-AL10/AL00,70,70,70,70,70,70,/,/
华为畅享系列,6,畅享7,SLA-AL00,70,70,70,70,70,70,/,/
华为/麦芒系列,1,畅享6,NCE-AL00,35,35,35,35,35,35,/,/
华为/麦芒系列,2,畅享6s,DIG-AL00,60,60,60,60,60,60,/,/
华为/麦芒系列,3,畅享5S,TAG-AL00,30,30,30,30,30,30,/,/
华为/麦芒系列,4,畅享5,TIT-AL00,20,20,20,20,20,20,/,/
华为/麦芒系列,5,畅享Z,DVC-AN00,125,125,125,125,125,125,/,/
华为/麦芒系列,6,畅享MAX,ARS-AL00,165,165,165,165,165,165,/,/
华为/麦芒系列,1,畅享Z (6+64),DVC-AN00,125,125,125,125,125,125,/,/
华为/麦芒系列,2,畅享Z (8+128),DVC-AN00,120,120,120,120,120,120,/,/
华为/麦芒系列,3,畅享Z (6+128),DVC-AN00,120,120,120,120,120,120,/,/
================================================================
序号,系列分类,机型及规格,网络型号,开机靓好,开机屏好外屏碎,开机屏坏未标,开机屏坏,不开机,废板·整机,开机无灯光,备注
5,畅享系列,畅享9e (3+32),MRD-AL00,70,70,70,70,70,70,/,/
6,畅享系列,畅享9e (3+64),MRD-AL00,95,95,95,95,95,95,/,开机屏好 开机好外屏碎开机要求主板靓带要求带B A算开机无灯光
1,畅享系列,畅享9S,POT-AL00,145,145,145,145,145,145,/,开机屏好主板靓 系统
2,畅享系列,畅享9,DUB-AL00,115,115,115,115,115,115,/,开机屏好主板靓 系统
3,畅享系列,畅享8e (3+32),ATU-AL00,45,45,45,45,45,45,/,/
4,畅享系列,畅享8e (2+16),ATU-TL00,30,30,30,30,30,30,/,/
5,畅享系列,畅享8p,FLA-AL00,95,95,95,95,95,95,/,开机屏好主板靓系统
6,畅享系列,畅享8,LDN-AL00,80,80,85,80,80,80,/,开机屏好要求主板系统
1,畅享系列,畅享7S,FIG-AL00,70,70,70,70,70,70,/,开机屏好主板靓系统
2,畅享系列,畅享7p高配,TRT-AL00,75,75,75,75,75,75,/,后面型号尾缀
3,畅享系列,畅享7p低配,TRT-AL00,60,60,60,60,60,60,/,/
4,畅享系列,畅享6,NCE-AL00,35,/,35,35,35,35,/,/
5,畅享系列,畅享max,ARS-AN00,125,125,125,125,125,125,/,开机屏好要求主板系统 外屏不好WEI标芯片无损
6,畅享系列,畅享Z (6+128/8+128),DVC-AN00,165,165,165,165,165,165,165,主板小标尾缀B
7,畅享系列,畅享Z (6+64),DVC-AN00,120,120,120,120,120,120,120,主板小标尾缀B
1,麦芒系列,麦芒40,TYH651M-02,260,220,220,220,140,140,/,/
2,麦芒系列,麦芒30,TNN-AN00,220,220,220,220,220,220,/,/
3,麦芒系列,麦芒A20 5G,TYH632M,170,170,170,170,170,170,/,/
4,麦芒系列,麦芒20 5G,TYH622M,220,220,220,220,220,220,/,/
5,麦芒系列,麦芒11,TYH622M,115,115,115,115,115,90,/,/
6,麦芒系列,麦芒10se,TYH611M,170,170,170,170,170,170,/,/
1,麦芒系列,麦芒10,TYH612M,170,170,170,170,170,170,/,/
2,麦芒系列,麦芒9,TNN-AN00,170,170,170,170,170,170,/,开机显示有灯光显黑屏不开机
3,麦芒系列,麦芒8,POT-AL00,145,145,145,145,145,145,/,开机屏好主板靓系统
4,麦芒系列,麦芒7,SNE-AL00,82,82,82,82,82,82,/,开机屏好要求主板系统
5,麦芒系列,麦芒6,RNE-AL00,75,75,75,/,75,75,75,开机屏好主板靓系统
6,麦芒系列,麦芒5 (4+64),MLA-AL10,130,130,130,130,130,130,/,开机屏好主板靓系统
7,麦芒系列,麦芒5 (3+32),MLA-AL00,55,55,55,55,55,55,/,开机屏好主板靓系统
1,点数系列,G9plus,MLA,50,50,50,50,50,50,/,/
2,点数系列,G9,VNS,26,26,26,26,26,26,/,开机屏好触摸好机外屏坏 外屏算屏坏
3,点数系列,荣耀V9play,JMM,65,65,65,65,65,65,/,/
4,点数系列,P8青春电信,ALE-CL00,23,23,23,23,23,23,/,/
5,点数系列,P8青春,ALE-TL00,23,23,23,23,23,23,23,/
6,点数系列,P8max,703,30,30,30,30,30,30,/,/
1,点数系列,P8标配,GRA,30,30,30,30,30,30,/,/
2,点数系列,P8电信,GRA-CL00,30,30,30,30,30,30,/,/
3,点数系列,畅享8e青春,DRA,45,45,45,45,45,45,/,开机屏好触摸好机外屏坏
4,点数系列,C8818,C8818,25,25,25,25,25,25,/,/
5,点数系列,C8817L,C8817L,10,10,10,10,10,10,/,单卡
6,点数系列,C8817D,C8817D,12,12,12,12,12,12,/,双卡
1,点数系列,C8815、C8816,C8815、C8816,9,9,9,9,9,9,/,/
2,点数系列,G750,G750,10,10,10,10,10,10,/,/
3,点数系列,G730,G730,9,9,9,9,9,9,/,/
4,点数系列,G7p,RIO-TL00,25,25,25,25,25,25,/,/
5,点数系列,荣耀7i金色,ATH,40,40,40,40,40,40,/,/
6,点数系列,荣耀7i白色,ATH,25,25,25,25,25,25,/,/
1,点数系列,畅玩7,DUA,45,45,45,45,45,45,/,开机屏好触摸好机外屏坏
2,点数系列,G629,G629,10,10,10,10,10,10,/,/
3,点数系列,畅享7,SLA,50,50,50,50,50,50,/,开机屏好触摸好机外屏坏
4,点数系列,荣耀7,PLK,30,30,30,30,30,30,/,开机屏好触摸好机外屏坏
5,点数系列,荣耀7电信,PLK,30,30,30,30,30,30,/,/
6,点数系列,P7,P7,22,22,22,22,22,22,/,/
1,点数系列,G628,G628,10,10,10,10,10,10,/,/
2,点数系列,Mate7电信,MT7,22,22,22,22,22,22,/,开机屏好触摸好机外屏坏
3,点数系列,Mate7,MT7,22,22,22,22,22,22,/,开机屏好触摸好机外屏坏
4,点数系列,G7,RIO-UL00,23,23,23,23,23,23,/,/
5,点数系列,G621双卡,G621,12,12,12,12,12,12,/,开机屏好触摸好机外屏坏
6,点数系列,G621单卡,G621,10,10,10,10,10,10,/,/
1,点数系列,G620双卡,G620,12,12,12,12,12,12,/,开机屏好触摸好机外屏坏
2,点数系列,G620单卡,G620,10,10,10,10,10,10,/,/
3,点数系列,G620s,G620s,12,12,12,12,12,12,/,开机屏好触摸好机外屏坏
4,点数系列,G610,G610,10,10,10,10,10,10,/,/
5,点数系列,6a,DLI,55,55,55,55,55,55,/,开机屏好触摸好机外屏坏
6,点数系列,荣耀6p,PE,22,22,22,22,22,22,/,开机屏好触摸好机外屏坏
1,点数系列,荣耀6,H60,22,22,22,22,22,22,/,开机屏好触摸好机外屏坏
2,点数系列,畅玩6,MYA,26,26,26,26,26,26,/,开机屏好触摸好机外屏坏
3,点数系列,畅享6S,DIG,55,55,55,55,55,55,/,开机屏好触摸好机外屏坏
4,点数系列,G6,G6,10,10,10,10,10,10,/,/
5,点数系列,P6,P6,10,10,10,10,10,10,/,/
6,点数系列,畅享5 海外版,TIT,20,20,20,20,20,20,/,/
1,点数系列,畅享5,TIT,26,26,26,26,26,26,/,屏好中框磕碰 花 电信版本
2,点数系列,5x移动,KIW-TL00,33,33,33,33,33,33,/,开机屏好触摸好机外屏坏
3,点数系列,5x全网,KIW-AL00,33,33,33,33,33,33,/,开机屏好触摸好机外屏坏
4,点数系列,5x电信,KIW-CL00,33,33,33,33,33,33,/,/
5,点数系列,5a移动,CAM-AL00,25,25,25,25,25,25,/,开机屏好触摸好机外屏坏
6,点数系列,5a全网,CAM-AL00,25,25,25,25,25,25,/,开机屏好触摸好机外屏坏
1,点数系列,畅玩5,CUN,22,22,22,22,22,22,/,开机屏好触摸好机外屏坏
2,点数系列,5x联通,KIW-UL00,33,33,33,33,33,33,/,开机屏好触摸好机外屏坏
3,点数系列,5s,TAG-AL00,30,30,30,30,30,30,/,开机屏好触摸好机外屏坏 屏算屏坏
4,点数系列,5c,NEM,40,40,40,40,40,40,/,/
5,点数系列,麦芒4电信,RIO,20,20,20,20,20,20,/,/
6,点数系列,麦芒4,RIO,50,50,50,50,50,50,/,开机屏好触摸好机外屏坏
1,点数系列,4a全网电信,SCL-AL00,18,18,18,18,18,18,/,/
2,点数系列,4c电信,CHM-CL00,25,25,25,25,25,25,/,详见备注
3,点数系列,4x (2g),Che2,25,25,25,25,25,25,/,开机屏好触摸好机外屏坏
4,点数系列,4x (che1全网),Che1,25,25,25,25,25,25,/,开机屏好触摸好机外屏坏
5,点数系列,4x (1g),Che1,25,25,25,25,25,25,/,开机屏好触摸好机外屏坏
6,点数系列,4c,CHM-AL00,25,25,25,25,25,25,/,开机屏好触摸好机外屏坏
1,点数系列,4a移动,SCL-TL00,18,18,18,18,18,18,/,开机屏好触摸好机外屏坏
2,点数系列,H30-u10,H30-t10,10,10,10,10,10,10,/,/
3,点数系列,H30-t00,H30-t00,10,/,10,10,10,10,/,/
4,点数系列,H30-t10,H30-u10,10,10,10,10,10,10,/,/
5,点数系列,H30,H30单卡,10,10,10,10,10,10,/,/
6,点数系列,Mate2,MT2,12,12,12,12,12,12,/,/
1,点数系列,Mate1,MT1,10,10,10,10,10,10,/,/
2,点数系列,A199,A199,10,10,10,10,10,10,/,/
3,点数系列,B199,B199,10,10,10,10,10,10,/,/
4,点数系列,C199,C199,20,20,20,20,20,20,/,/
5,点数系列,Gx1金色,SC,10,10,10,10,10,10,/,/
6,点数系列,Gx1白色,SC,10,10,10,10,10,10,/,/
7,点数系列,HOL,HOL,10,10,10,10,10,10,/,/
8,点数系列,C8812/C8813,C8812/C8813,10,10,10,10,10,10,/,/

